"title", "artist", "lyrics"
"Trumpets", "Jason Derulo", "[Chorus] Every time that you get undressed I hear symphonies in my head I wrote this song just looking at you oh, oh Yeah, the drums they swing low And the trumpets they go And the trumpets they go Yeah, the trumpets they go Da da, da ra ra da, da, da Da, ra, ra, ra, da, da Da da, da ra ra da, da, da (ooh, woo) Da, ra, ra, ra, da, da (they go) [Verse 1] Haha, is it weird that I hear Violins whenever you're gone? (Whenever you're gone) Yeah, is it weird that your ass Remind me of a Kanye West song? (Kanye West song) Haha, yeah, is it weird that I hear Trumpets when you're turning me on? (Turning me on) Is it weird that your bra Remind me of a Katy Perry song? [Chorus] Every time that you get undressed I hear symphonies in my head I wrote this song just looking at you oh, oh Yeah, the drums they swing low And the trumpets they go (and they're playing for you, baby) And the trumpets they go, haha, yeah Yeah, the trumpets they go Da da, da ra ra da, da, da Da, ra, ra, ra, da, da Yeah, the trumpets they go Da da, da ra ra da, da, da (go, go go, go go) Da, ra, ra, ra, da, da (go, go go, go go, they go) [Verse 2] Damn, is it weird that I hear Angels every time that you moan? (Time that you moan) Uh, oh, yeah, is it weird that your eyes Remind me of a Coldplay song? (A Coldplay song) Is it weird that I hear Trumpets when you're turning me on? Is it weird that your bra (that your bra) Remind me of a Katy Perry song? [Chorus] Every time that you get undressed I hear symphonies in my head I wrote this song looking at you oh, oh (oh yeah) Every time that you get undressed (every time, every time that you get undressed) I hear symphonies in my head (haha, I hear symphonies in my head) I wrote this song just looking at you oh, oh (haha, I wrote this song, just looking at you, girl) Uh, yeah, the drums they swing low And the trumpets they go [Da da, da ra ra da, da, da Da, ra, ra, ra, da, da (acapella on 'em) Da da, da ra ra da, da, da (they go, oh yeah, oh) Da, ra, ra, ra, da, da (c'mon, c'mon, c'mon)](2959868) They go [Video by Jason Derulo and Colin Tilley]",
"Runnin' (Lose It All)", "Naughty Boy", "[Verse 1: Beyoncé] These four lonely walls have changed the way I feel The way I feel, I'm standing still And nothing else matters now, you're not here So where are you? I've been callin' you, I'm missin' you [Pre-Chorus: Beyoncé] Where else can I go? Where else can I go? Chasin' you, chasin' you Memories turn to dust, please don't bury us I got you, I got you [Chorus: Beyoncé] Runnin', runnin', runnin', runnin' Runnin', runnin', runnin' Ain't runnin' from myself no more Together we'll win it all I ain't runnin', runnin', runnin', runnin' Runnin', runnin', runnin' Ain't runnin' from myself no more I'm ready to face it all [Post-Chorus: Beyoncé] If I lose myself, I lose it all [Verse 2: Arrow Benjamin] I've outrun the fears that chased, they're standin' still I'm runnin' still, I'm runnin' still And every voice that cried inside my head, forever drives Forever drives, I've killed the lights, oh [Pre-Chorus: Arrow Benjamin] Where else can I go? And where else can I go? Chasing you, chasing you, oh [Chorus: Arrow Benjamin + Beyoncé] Runnin', runnin', runnin', runnin' Runnin', runnin', runnin' Ain't runnin' from myself no more Together we'll win it all I ain't runnin', runnin', runnin', runnin' Runnin', runnin', runnin' Ain't runnin' from myself no more I'm ready to face it all [Post-Chorus: Arrow Benjamin + Beyoncé] If I lose myself, I lose it all If I lose myself, I lose it all If I lose myself, I lose it all If I lose myself, I lose it all",
"Same Old Love", "Selena Gomez", "[Produced by Benny Blanco and StarGate] [Written by Benny Blanco, Charli XCX, Mikkel S. Eriksen, Ross Golan & Tor Erik Hermansen] [Verse 1: Selena Gomez] Take away your things and go You can't take back what you said, I know I've heard it all before, at least a million times I'm not one to forget, you know [Pre-Chorus 1: Selena Gomez] I don't believe, I don't believe it You left in peace, left me in pieces Too hard to breathe I'm on my knees right now-ow [Chorus: Selena Gomez & Charli XCX] I'm so sick of that same old love, that shit, it tears me up I'm so sick of that same old love, my body's had enough Oh-oh-oh, that same old love Oh-oh-oh, that same old love I'm so sick of that same old love, feels like I've blown apart I'm so sick of that same old love, the kind that breaks your heart Oh-oh-oh, that same old love Oh-oh-oh, that same old love [Verse 2: Selena Gomez] I'm not spending any time Wasting tonight on you, I know I've heard it all, so don't you try and change your mind 'Cause I won't be changing too, you know [Pre-Chorus 2: Selena Gomez] You can't believe, still can't believe it You left in peace, left me in pieces Too hard to breathe, I'm on my knees Right now, 'ow [Chorus: Selena Gomez & Charli XCX] I'm so sick of that same old love, that shit, it tears me up I'm so sick of that same old love, my body's had enough Oh-oh-oh, that same old love Oh-oh-oh, that same old love I'm so sick of that same old love, feels like I've blown apart I'm so sick of that same old love, the kind that breaks your heart Oh-oh-oh, that same old love Oh-oh-oh, that same old love [Bridge: Selena Gomez & Charli XCX] I'm so sick of that, so sick of that love I'm so sick of that, so sick of that love I'm so sick of that, so sick of that love I'm so sick of that, so sick of that love [Chorus: Selena Gomez & Charli XCX] I'm so sick of that same old love, that shit, it tears me up I'm so sick of that same old love, my body's had enough Oh-oh-oh, that same old love Oh-oh-oh, that same old love I'm so sick of that same old love, feels like I've blown apart I'm so sick of that same old love, the kind that breaks your heart Oh-oh-oh, that same old love Oh-oh-oh, that same old love",
"I Want You To Know", "Zedd", "[Click here to read how Zedd produced 'I Want You To Know']  [Chorus: Selena Gomez] I want you to know that it's our time You and me bleed the same light I want you to know that I'm all yours You and me run the same course  [Verse 1: Selena Gomez] I'm slippin' down a chain reaction And here I go, here I go, here I go, go And once again, I'm yours in fractions It takes me down, pulls me down, pulls me down low  [Pre-Chorus: Selena Gomez] Honey, it's rainin' tonight But storms always have an eye, have an eye Tell me your cover tonight Or tell me lies, tell me lies, lies, lies...  [Chorus: Selena Gomez] I want you to know that it's our time You and me bleed the same light I want you to know that I'm all yours You and me, we're the same force I want you to know that it's our time You and me bleed the same light I want you to know that I'm all yours You and me run the same course [Interlude: Selena Gomez] (I want you) (I want you) I want you to know that it's our time You and me bleed the same light  [Verse 2: Selena Gomez] I'm better under your reflection But did you know, did you know, did you know, know That's anybody else that's met ya It's all the same, all the same, all the same glow  [Pre-Chorus: Selena Gomez] Honey, it's rainin' tonight But storms always have an eye, have an eye Tell me your cover tonight Or tell me lies, tell me lies, lies, lies...  [Chorus: Selena Gomez] I want you to know that it's our time You and me bleed the same light I want you to know that I'm all yours You and me, we're the same force I want you to know that it's our time You and me bleed the same light I want you to know that I'm all yours You and me run the same course [Drop: Selena Gomez] (Course, course, course, course) (Course, course, course, course) You and me run the same course (I want you) (I want you)  [Chorus: Selena Gomez] I want you to know that it's our time You and me bleed the same light I want you to know that I'm all yours You and me run the same course",
"Lips Are Movin", "Meghan Trainor", "[Intro] If your lips are movin', if your lips are movin' If your lips are movin', then you're lyin', lyin', lyin', baby If your lips are movin', if your lips are movin' (Oh) If your lips are movin', I said you're lyin', lyin', lyin', baby [Verse 1] Boy, look at me in my face Tell me that you're not just about this bass (Uh) You really think I could be replaced? Nah, I come from outer space And I'm a classy girl, I'ma hold it up You're full of somethin', but it ain't love And what we got, straight overdue Go find somebody new [Pre-Chorus] You can buy me diamond earrings and deny-ny-ny, ny-ny-ny, deny-ny But I smell her on your collar, so goodbye-bye-bye, bye-bye-bye [Chorus] I know you're lyin' (Lyin') 'Cause your lips are movin' (Movin') Tell me, do you think I'm dumb? I might be young (Young), but I ain't stupid (Stupid) Talking around in circles with your tongue I gave you bass (Bass), you gave me sweet talk (Sweet talk) Sayin' how I'm your number one But I know you lie (Lie) 'Cause your lips are movin' (Movin') Baby, don't you know I'm done? [Interlude] If your lips are movin', if your lips are movin' If your lips are movin', then you're lyin', lyin', lyin', baby If your lips are movin', if your lips are movin' (Oh) If your lips are movin', then you're lyin', lyin', lyin' (Hey) [Verse 2] Hey baby, don't you bring them tears 'Cause it's too late, too late, babe, oh (Ha) You only love me when you're here You're so two-faced, two-faced, babe, oh [Pre-Chorus] You can buy me diamond earrings and deny-ny-ny, ny-ny-ny, deny-ny (Yes you can, babe) But I smell her on your collar, so goodbye-bye-bye, bye-bye-bye (Hey) [Chorus] I know you're lyin' (Lyin') 'Cause your lips are movin' (Movin') Tell me, do you think I'm dumb? I might be young (Young), but I ain't stupid (Stupid) Talking around in circles with your tongue I gave you bass (Bass), you gave me sweet talk (Sweet talk) Sayin' how I'm your number one But I know you lie (Lie) 'Cause your lips are movin' (Movin) Baby, don't you know I'm done? [Interlude] Come on, say If your lips are movin' (Hey, hey), if your lips are movin' (Hey, hey) If your lips are movin', then you're lyin', lyin', lyin' If your lips are movin' (Alright now), If your lips are movin' (I wanna hear y'all sing it with me) If your lips are movin', then you're lyin', lyin', lyin' (Here we go) [Chorus] I know you're lyin' (Lyin') 'Cause your lips are movin' (Movin') Tell me, do you think I'm dumb? (Ohh) I might be young (Young), but I ain't stupid (Stupid) Talking around in circles with your tongue I gave you bass (Bass), you gave me sweet talk (Sweet talk) Sayin' how I'm your number one But I know you lie (I know you lie) 'Cause your lips are movin' (Your lips are movin') Baby, don't you know I'm done?",
"I'll Show You", "Justin Bieber", "[Verse 1] My life is a movie and everyone's watching So let's get to the good part and past all the nonsense  [Pre-Chorus] Sometimes it's hard to do the right thing When the pressure's coming down like lightning It's like they want me to be perfect When they don't even know that I'm hurting  [Chorus] Cause life's not easy, I'm not made out of steel Don't forget that I'm human, don't forget that I'm real Act like you know me, but you never will There's one thing that I know for sure I'll show you I'll show you I'll show you I'll show you  [Verse 2] I've got to learn things, learn them the hard way Got to see what it feels like, no matter what they say  [Pre-Chorus] Sometimes it's hard to do the right thing When the pressure's coming down like lightning It's like they want me to be perfect When they don't even know that I'm hurting [Chorus] Cause life's not easy, I'm not made out of steel Don't forget that I'm human, don't forget that I'm real Act like you know me, but you never will There's one thing that I know for sure I'll show you I'll show you I'll show you I'll show you Cause life's not easy, I'm not made out of steel Don't forget that I'm human, don't forget that I'm real Act like you know me, but you never will There's one thing that I know for sure  [Outro: Acoustic] I'll show you I'll show you  [Produced by Skrillex]",
"Here", "Alessia Cara", "[Written by Alessia Cara & Sebastian Kole] [Produced by Pop & Oak and Sebastian Kole] [Intro] I guess right now you've got the last laugh [Verse 1] I'm sorry if I seem uninterested Or I'm not listenin' or I'm indifferent Truly I ain't got no business here But since my friends are here, I just came to kick it But really I would rather be at home all by myself Not in this room with people who don't even care about my well-being I don't dance, don't ask, I don't need a boyfriend So, you can go back, please, enjoy your party I'll be here, somewhere in the corner Under clouds of marijuana with this boy who's hollerin' I can hardly hear Over this music I don't listen to and I don't wanna get with you So, tell my friends that I'll be over here [Chorus] Oh-oh-oh here, oh-oh-oh here Oh-oh-oh, I ask myself, what am I doin' here? Oh-oh-oh here, oh-oh-oh here And I can't wait 'til we can break up out of here [Verse 2] Excuse me if I seem a little unimpressed with this An anti-social pessimist, but usually I don't mess with this And I know you mean only the best And your intentions aren't to bother me, but honestly, I'd rather be Somewhere with my people, we can kick it and just listen to Some music with a message, like we usually do And we'll discuss our big dreams, how we plan to take over the planet So, pardon my manners, I hope you'll understand that I'll be here Not there in the kitchen With the girl who's always gossipin' about her friends So, tell them I'll be here Right next to the boy who's throwin' up 'Cause he can't take what's in his cup no more Oh God, why am I here? [Chorus] Oh-oh-oh here, oh-oh-oh here Oh-oh-oh, I ask myself, what am I doin' here? Oh-oh-oh here, oh-oh-oh here And I can't wait 'til we can break up out of here [Bridge] Hours later congregatin' next to the refrigerator Some girl talkin' 'bout her haters, she ain't got none How did it ever come to this? I should've never come to this So holla at me, I'll be in the car when you're done I'm stand-offish, don't want what you're offerin' And I'm done talkin', awfully sad it had to be that way So tell my people when they're ready that I'm ready And I'm standin' by the TV with my beanie low Yo, I'll be over here [Chorus] Oh-oh-oh here, oh-oh-oh here Oh-oh-oh, I ask myself, what am I doin' here? Oh-oh-oh here, oh-oh-oh here And I can't wait till we can break up out of here",
"I Lived", "OneRepublic", "[Verse 1] Hope when you take that jump, you don't fear the fall Hope when the water rises, you built a wall Hope when the crowd screams out, it's screaming your name Hope if everybody runs, you choose to stay Hope that you fall in love and it hurts so bad The only way you can know is give it all you have And I hope that you don't suffer but take the pain Hope when the moment comes, you'll say: [Chorus] I, I did it all I, I did it all I owned every second that this world could give I saw so many places, the things that I did With every broken bone I swear I lived [Verse 2] Hope that you spend your days but they all add up And when that sun goes down hope you raise your cup I wish that I could witness all your joy and all your pain But until my moment comes, I'll say: [Chorus] I, I did it all I, I did it all I owned every second that this world could give I saw so many places, the things that I did With every broken bone I swear I lived [Bridge] (With every broken bone) I swear I lived (With every broken bone) I swear I [Chorus] I, I did it all I, I did it all I owned every second that this world could give I saw so many places, the things that I did With every broken bone I swear I lived I swear I lived",
"Fireball (feat. John Ryan)", "Pitbull", "[Intro: Pitbull] Mr. Worldwide to infinity You know the roof on fire We gon' boogie oogie oggie, jiggle, wiggle and dance Like the roof on fire We gon' drink, drink and take shots until we fall out Like the roof on fire Now baby give a booty naked, take off all your clothes, and light the roof on fire Tell her, tell her baby, baby, baby, baby, baby, baby, baby, baby I'm on fire I tell her baby, baby, baby, baby, baby, baby, baby, baby, baby I'm on fireball Fireball [Verse 1: Pitbull] I saw, I came, I conquered Or should I say, 'I saw, I conquered, I came' They say the chico on fire and he no liar While y'all slippin' he runnin' the game Now big bang boogie Get that kitty little noogie In a nice, nice little shade [Pre-Chorus: Pitbull] I gave Suzie a little pat up on the booty And she turned around and said “Walk this way” [Chorus: John Ryan] I was born in a flame Momma said that everyone would know my name I'm the best, (That's right) you've ever had (That's right) If you think I'm burning out, I never am (Yeah) I'm on fire I'm on fire I'm on fire I'm on fire Fireball Fireball [Verse 2: Pitbull] Sticks and stones may break my bones But I don't care what y'all say 'Cause as the world turns, y'all boys gonna learn That chico right here don't play, aha That boy's from the bottom, bottom of the map M.I.A U.S.A [Pre-Chorus: Pitbull] I gave Suzie a little pat up on the booty And she turned around and said “Walk this way” [Chorus: John Ryan] I was born in a flame Momma said that everyone would know my name I'm the best (That's right) you've ever had (That's right) If you think I'm burning out, I never am I'm on fire I'm on fire I'm on fire I'm on fire Fireball [Bridge: Pitbull] We're taking it, we're taking it, we're taking it down We're taking it, we're taking it, we're taking it down We're taking it, we're taking it, we're taking it down We're taking it, we're taking it, we're taking it down We're taking it, we're taking it, we're taking it down We're taking it, we're taking it, we're taking it down We're taking it, we're taking it, we're taking it down We're taking it, we're taking it, we're taking it down Now, we're bringing it, we're bringing it, we're bringing it back We're bringing it, we're bringing it, we're bringing it back We're bringing it, we're bringing it, we're bringing it back We're bringing it, we're bringing it, we're bringing it back We're bringing it, we're bringing it, we're bringing it back We're bringing it, we're bringing it, we're bringing it back We're bringing it, we're bringing it, we're bringing it back Fireball [Outro] Fireball I tell her, tell her baby, baby, baby, baby, baby, baby, baby, baby I'm on fire I tell her baby, baby, baby, baby, baby, baby, baby, baby I'm on fireball",
"Easy Love", "Sigala", "[Intro] Come on now! [Verse 1] Sit down girl! I think I love ya! And all I want you to do is repeat after me Say A, say B, say C, oh I think she's got it [Chorus] ABC is easy it's like counting up to three Sing a simple melody, that's how easy love can be ABC is easy it's like counting up to three Sing a simple melody, that's how easy love can be [Bridge] Simple melody, simple melody, sing a simple melody That's how easy love can be Simple melody, simple melody, sing a simple melody That's how easy love can be Simple melody, simple melody, sing a simple melody That's how easy love can be Simple melody, simple melody, sing a simple melody That's how easy love can be [Interlude] That's how easy love can be Ohh, Come on now! Ohhhh [Chorus] ABC is easy it's like counting up to three Sing a simple melody, that's how easy love can be ABC is easy it's like counting up to three Sing a simple melody, that's how easy love can be [Bridge] Simple melody, simple melody, sing a simple melody That's how easy love can be Simple melody, simple melody, sing a simple melody That's how easy love can be Simple melody, simple melody, sing a simple melody That's how easy love can be Simple melody, simple melody, sing a simple melody That's how easy love can be [Verse 2] 123, baby, ooh ooh ABC, baby, nah nah Do ray mi, baby, ow [Bridge] Sing a simple melody, simple melody, sing a simple melody That's how easy love can be Simple melody, simple melody, sing a simple melody That's how easy love can be [Outro] That's how easy love can be That's how easy love can be",
"The Feeling", "Justin Bieber", "[Verse 1: Justin Bieber] You are to me A part of me just like anatomy You're pulling me You're pulling me in like you're gravity [Refrain: Justin Bieber] I'm notorious for thinking you're full of beautiful Instead of hollow Sugar on your lips, it starts to kill Jagged like a pill, so hard to swallow [Chorus: Justin Bieber + Halsey] Am I in love with you? Am I in love with you? Or am I in love with the feeling? I'm trying to find the truth, trying to find the truth But sometimes the heart is deceiving Can't get out of my head and I need you to save me If I am delusional then maybe I'm crazy In love with you, am I in love with you? Or am I in love with the feeling? [Verse 2: Justin Bieber] You give to me Everything, anything that I could dream And at least that's what it seems Could it be I don't know what's good for me? [Refrain: Justin Bieber] I'm notorious for thinking you're full of beautiful Instead of hollow Sugar on your lips, it starts to kill Jagged like a pill, so hard to swallow [Chorus: Justin Bieber + Halsey] Am I in love with you? Am I in love with you? Or am I in love with the feeling? I'm trying to find the truth, trying to find the truth But sometimes the heart is deceiving Can't get out of my head and I need you to save me If I am delusional then maybe I'm crazy In love with you, am I in love with you? Or am I in love with the feeling? [Bridge: Justin Bieber] I'm sinking faster and faster Between heaven and disaster Sorry if I make you feel like I'm standing on the borderline [Chorus: Justin Bieber + Halsey] Am I in love with you? Am I in love with you? Or am I in love with the feeling? I'm trying to find the truth, trying to find the truth But sometimes the heart is deceiving Can't get out of my head and I need you to save me If I am delusional then maybe I'm crazy In love with you, am I in love with you? Or am I in love with the feeling?",
