"title", "artist", "lyrics"
"The Greatest", "Sia", "Uh-oh, running out of breath, but I Oh, I, I got stamina Uh-oh, running now, I close my eyes Well, oh, I got stamina And uh-oh, I see another mountain to climb But I, I, I got stamina Uh-oh, I need another lover, be mine Cause I, I, I got stamina Don't give up, I won't give up Don't give up, no no no Don't give up, I won't give up Don't give up, no no no I'm free to be the greatest, I'm alive I'm free to be the greatest here tonight, the greatest The greatest, the greatest alive The greatest, the greatest alive Well, uh-oh, running out of breath, but I Oh, I, I got stamina Uh-oh, running now, I close my eyes But, oh oh, I got stamina And oh yeah, running through the waves of love But I, I got stamina And oh yeah, I'm running and I've just enough And uh-oh, I got stamina Don't give up, I won't give up Don't give up, no no no Don't give up, I won't give up Don't give up, no no no I'm free to be the greatest, I'm alive I'm free to be the greatest here tonight, the greatest The greatest, the greatest alive The greatest, the greatest alive (oh oh) Oh-oh, I got stamina (ooh hoo ooh) Oh-oh, I got stamina (ooh hoo ooh) Oh-oh, I got stamina (ooh hoo ooh) Oh-oh, I got stamina (ooh hoo) Ay, I am the truth Ay, I am the wisdom of the fallen, I'm the youth Ay, I am the greatest Ay, this is the proof Ay, I work hard, pray hard, pay dues, ay I transform with pressure, I'm hands-on with effort I fell twice before, my bounce back was special Letdowns'll get you, and the critics will test you But the strong'll survive, another scar may bless you, ah Don't give up (no no), I won't give up (no no) Don't give up, no no no (nah) Don't give up, I won't give up Don't give up, no no no I'm free to be the greatest, I'm alive I'm free to be the greatest here tonight, the greatest The greatest, the greatest alive (don't give up, don't give up, don't give up, no no no) The greatest, the greatest alive (don't give up, don't give up, don't give up, no no no) The greatest, the greatest alive (don't give up, don't give up, don't give up, no no no) The greatest, the greatest alive (don't give up, don't give up, don't give up, no no no) The greatest, the greatest alive (don't give up, don't give up, don't give up, no no no) The greatest, the greatest alive (I got stamina) The greatest, the greatest alive (I got stamina) The greatest, the greatest alive (I got stamina)",
"There for You", "Martin Garrix", "I woke up pissed off today And lately everyone feels fake Somewhere, I lost a piece of me Smoking cigarettes on balconies But I can't do this alone Sometimes I just need a light If I call you on the phone Need you on the other side So when your tears roll down your pillow like a river I'll be there for you I'll be there for you When you're screaming, but they only hear you whisper I'll be loud for you But you gotta be there for me too But you gotta be there for me too Last year took a toll on me But I made it with you next to me Around the world and back again I hope you're waiting at the end But I can't do this alone Sometimes I just need a light If I call you on the phone Need you on the other side So when your tears roll down your pillow like a river I'll be there for you I'll be there for you When you're screaming, but they only hear you whisper I'll be loud for you I'll be loud for you I got you, I promise But let me be honest Love is a road that goes both ways When your tears roll down your pillow like a river I'll be there for you But you gotta be there for me too But you gotta be there for me too Boy, I'm holdin' onto something Won't let go of you for nothing I'm runnin', runnin' just to keep my hands on you There was a time that I was so blue What I got to do to show you? I'm runnin', runnin' just to keep my hands on you Runnin', runnin' just to keep my hands on you Runnin', runnin' just to keep my hands on you Said, I'm runnin', runnin' just to keep my hands on you But you gotta be there for me too But you gotta be there for me too",
"Paris", "The Chainsmokers", "We were staying in Paris To get away from your parents And I thought: 'Wow, if I could take this in a shot right now I don't think that we could work this out' Out on the terrace I don't know if it's fair But I thought: 'How could I let you fall by yourself While I'm wasted with someone else?' If we go down, then we go down together They'll say you could do anything They'll say that I was clever If we go down, then we go down together We'll get away with everything Let's show them we are better Let's show them we are better Let's show them we are better We were staying in Paris To get away from your parents You look so proud Standing there with a frown and a cigarette Posting pictures of yourself on the Internet Out on the terrace We breathe in the air of this small town On our own, cutting class for the thrill of it Getting drunk on the past we were living in If we go down, then we go down together They'll say you could do anything They'll say that I was clever If we go down, then we go down together We'll get away with everything Let's show them we are better Let's show them we are, show them we are Let's show them we are, show them we are Let's show them we are better We were staying in Paris Let's show them we are better Let's show them we are, show them we are Let's show them we are, show them we are Let's show them we are better If we go down, then we go down together They'll say you could do anything They'll say that I was clever If we go down, then we go down together We'll get away with everything Let's show them we are better We were staying in Paris (if we go down) We were staying in Paris (if we go down) We were staying in Paris (if we go down) We were staying in Paris (if we go down) Let's show them we are better We were staying in Paris Let's show them we are better Let's show them we are better If we go down Let's show them we are better If we go down Let's show them we are better If we go down Let's show them we are better Let's show them we are better",
"Crying in the Club", "Camila Cabello", "You think, that you'll die without him You know, that's a lie that you tell yourself You fear, that you'll lay alone forever now It ain't true, ain't true, ain't true, no So put your arms around me tonight Let the music lift you up Like you've never been so high Open up your heart to me Let the music lift you up Like you've never been this free 'Til you feel the sunrise Let the music warm your body Like the heat of a thousand fires The heat of a thousand fires Ain't no crying in the club (hey, hey) Let the beat carry away, your tears as they fall baby Ain't no crying in the club (hey, hey) With a little faith, your tears turn to ecstasy Ain't no crying in the club I won't, I won't, I Ain't no crying in the club I won't, I won't, I Ain't no crying in the club You may think, that you'll die without her But you know, that's a lie that you told yourself You fear, that you'll never meet another so pure, but It ain't true, ain't true, ain't true, no So put your arms around me tonight Let the music lift you up Like you've never been so high Open up your heart to me Let the music lift you up Like you've never been this free 'Til you feel the sunrise Let the music warm your body Like the heat of a thousand fires The heat of a thousand fires Ain't no crying in the club (hey, hey) Let the beat carry away, your tears as they fall baby Ain't no crying in the club (hey, hey) With a little faith, your tears turn to ecstasy Ain't no crying in the club I won't, I won't, I Ain't no crying in the club I won't, I won't, I Ain't no crying in the club You think, that you'll die without him You know, that's a lie that you tell yourself You fear, that you'll lay alone forever now It ain't true, ain't true, ain't true I said ain't no (ain't no) Ain't no crying Ain't no crying in the club, no crying I said ain't no (ain't no) Ain't no crying Ain't no crying in the club, no crying Ain't no crying in the club (hey, hey) Let the beat carry away, your tears as they fall baby Ain't no crying in the club (hey, hey) With a little faith, your tears turn to ecstasy Ain't no crying in the club I won't, I won't, I Ain't no crying in the club I won't, I won't, I Ain't no crying in the club (ain't no crying, no crying, no crying, no) I won't, I won't, I Ain't no crying in the club (ain't no crying, no crying, no crying, no) I won't, I won't, I Ain't no crying in the club",
"Mama", "Jonas Blue", "Where should we run to? We got the world in our hands and we're ready to play They say we're wasted But how can we waste it if we're loving every day? Okay I got the keys to the universe so stay With me, 'cause I got the keys, baby Don't wanna wake up one day wishing that we'd done more I wanna live fast and never look back, that's what we here for Don't wanna wake up one day wondering 'where'd it all go?' 'Cause we'll be home before we know, I wanna hear you sing it Hey, mama, don't stress your mind We coming home tonight Hey, mama, we gonna be alright Dry those eyes We'll be back in the morning when the sun starts to rise So mama, don't stress your mind So mama, don't stress your mind Mama, mama, mama, hey We coming home tonight Mama, mama, mama, hey We coming home tonight Where should we run to? We got a ticket that takes us wherever we like We got our problems But just for the minute, let's push all our troubles aside Alright, 'cause we got the keys to the universe Inside our minds, yeah, we got the keys, babe Don't wanna wake up one day wishing that we'd done more I wanna live fast and never look back, that's what we here for Don't wanna wake up one day wondering 'where'd it all go?' 'Cause we'll be home before we know, I wanna hear you sing it Hey, mama, don't stress your mind We coming home tonight Hey, mama, we gonna be alright Dry those eyes We'll be back in the morning when the sun starts to rise So mama, don't stress your mind So mama, don't stress your mind (don't stress your mind) Hey, mama, don't stress your mind We coming home tonight Hey, mama, we gonna be alright Dry those eyes We'll be back in the morning when the sun starts to rise So mama, don't stress your mind So mama, don't stress your mind Mama, mama, mama, hey We coming home tonight Mama, mama, mama, hey We coming home tonight",
"Slide (feat. Frank Ocean & Migos)", "Calvin Harris", "I might Empty my bank account And buy that boy with a pipe Buy that boy with a pipe I might, I might Empty my bank account And buy that boy with a pipe Buy that boy with a pipe I might Do you slide on all your nights like this? Do you try on all your nights like this? (I might) Put some spotlight on the slide Whatever comes, comes through clear Do you slide on all your nights like this? Do you try on all your nights like this? (I might) Put some spotlight on the side And whatever comes, comes through clear All this jewelry ain't no use when it's this dark It's my favorite part, we see the lights, they got so far It went too fast, we couldn't reach it with our arms Wrist on a wrist, a link of charms, yeah Laying, we're still a link apart It's like we could die here all young Like we could dye hair all blonde If we could see in twenty twin Twice we could see it 'til the end Put that spotlight on her face (spotlight) Put that spotlight on her face (ah, yeah) We gon' pipe up and turn up (pipe up) We gon' light up and burn up (burn up) Mama too hot like a (like what?) Mama too hot like a furnace (furnace) I got a hundred G's in my Goyard (G's) My diamonds gon' shine when the lights dark (shine) You and I take a ride down the boulevard (yeah) And your friends really wanna break us apart Good lord Good gracious Starin' at my diamonds while I'm hoppin' out a spaceship Need your information, take vacation to Malaysia (Info) You my baby, the paparazzi flashin' crazy She swallowed the bottle while I sit back and smoke gelato Walk in my mansion, twenty thousand painting, Picasso Bitches be dippin', dabbin' with niggas like a nacho Took off her panties, diamonds dancin' like Rick Ricardo She havin' it, went to college, workin' on her bachelor I know you got a past, I got a past, that's in the back of us Average, I'ma make a million on the average I'm ridin' with no brain, bitch, I'm out of it Do you slide on all your nights like this? Do you try on all your nights like this? (I might) Put some spotlight on the slide Whatever comes, comes through clear Do you slide on all your nights like this? Do you try on all your nights like this? Put some spotlight on the side And whatever comes, comes through clear (I might) I might empty my bank account (ooh) And buy that boy with a pipe (ooh, yeah) Buy that boy with a pipe I might, I might (slide) Empty my bank account (ooh, slide) And buy that boy with a pipe (slide, yeah) (Do you slide on all your nights like this?) Buy that boy with a pipe I might",
"Swish Swish", "Katy Perry", "They know what is what But they don't know what is what They just strut What the fuck? A tiger Don't lose no sleep Don't need opinions From a shellfish or a sheep Don't you come for me No, not today You're calculated I got your number 'Cause you're a joker And I'm a courtside killer queen And you will kiss the ring You best believe So keep calm, honey, I'ma stick around For more than a minute, get used to it Funny my name keeps comin' outcho mouth 'Cause I stay winning Lay 'em up like Swish, swish, bish Another one in the basket Can't touch this Another one in the casket Your game is tired You should retire You're 'bout cute as An old coupon expired And karma's not a liar She keeps receipts So keep calm, honey, I'ma stick around For more than a minute, get used to it Funny my name keeps comin' outcho mouth 'Cause I stay winning Lay 'em up like Swish, swish, bish Another one in the basket Can't touch this Another one in the casket Swish, swish, bish Another one in the basket Can't touch this Another one in the casket They know what is what But they don't know what is what (Katy Perry) They just know what is what (Young Money) But they don't know what is what They just know what is what But they don't know what is what They just strut Hahaha, yo What the fuck? Pink Ferragamo sliders on deck Silly rap beefs just get me more checks My life is a movie, I'm never off set Me and my amigos (no, not Offset) Swish swish, aww I got them upset But my shooters'll make 'em dance like dubstep Swish, swish, aww, my haters is obsessed 'Cause I make M's, they get much less Don't be tryna double back I already despise you All that fake love you showin' Couldn't even disguise you Ran? When? Nicki gettin' tan Mirror mirror who's the fairest bitch in all the land? Damn, man, this bitch is a Stan Muah, muah, the generous queen will kiss a fan Ass goodbye, I'ma be riding by I'ma tell my n- Biggz, yeah that's tha guy A star's a star, da ha da ha They never thought the swish god would take it this far Get my pimp cup, this is pimp shit, baby I only rock with Queens, so I'm makin' hits with Katy Swish, swish, bish Another one in the basket Can't touch this Another one in the casket They know what is what (Do they know?) But they don't know what is what They just know what is what But they don't know what is what They just know what is what But they don't know what is what They just strut What the...",
"Chained To The Rhythm", "Katy Perry", "Are we crazy? Living our lives through a lens Trapped in our white-picket fence Like ornaments So comfortable, we're livin' in a bubble, a bubble So comfortable, we cannot see the trouble, the trouble Aren't you lonely up there in Utopia? Where nothing will ever be enough Happily numb So comfortable, we're livin' in a bubble, a bubble So comfortable, we cannot see the trouble, the trouble (aha) So put your rose-colored glasses on And party on (woo) Turn it up, it's your favorite song Dance, dance, dance to the distortion Turn it up, keep it on repeat Stumbling around like a wasted zombie Yeah, we think we're free (aha) Drink, this one's on me We're all chained to the rhythm To the rhythm, to the rhythm Turn it up, it's your favorite song Dance, dance, dance to the distortion Turn it up, keep it on repeat Stumbling around like a wasted zombie Yeah, we think we're free (aha) Drink, this one's on me We're all chained to the rhythm To the rhythm, to the rhythm Are we tone deaf? Keep sweeping it under the mat Thought we could do better than that I hope we can So comfortable, we're livin' in a bubble, a bubble So comfortable, we cannot see the trouble, the trouble (aha) So put (so put) Your rose-colored glasses on And party on (woo) Turn it up, it's your favorite song Dance, dance, dance to the distortion Turn it up, keep it on repeat Stumbling around like a wasted zombie Yeah, we think we're free (aha) Drink, this one's on me We're all chained to the rhythm To the rhythm, to the rhythm Turn it up, it's your favorite song Dance, dance, dance to the distortion Turn it up, keep it on repeat Stumbling around like a wasted zombie Yeah, we think we're free (aha) Drink, this one's on me We're all chained to the rhythm To the rhythm, to the rhythm (woah-oh-oh) It is my desire Break down the walls to connect, inspire Ayy, up in your high place, liars Time is ticking for the empire The truth they feed is feeble As so many times before The greed of all the people They stumbling and fumbling And we about to riot They woke up, they woke up the lions (woo) Turn it up, it's your favorite song (hey-oh-oh) Dance, dance, dance to the distortion Turn it up, keep it on repeat Stumbling around like a wasted zombie (like a wasted zombie) Yeah, we think we're free (aha) Drink, this one's on me We're all chained to the rhythm To the rhythm, to the rhythm (we're all chained to the rhythm) It goes on, and on, and on (turn it up) (It goes) It goes on, and on, and on (turn it up) (It goes on, and on, and on, and on) It goes on, and on, and on (on, and on, and on) 'Cause we're all chained to the rhythm",
"Cold (feat. Future)", "Maroon 5", "Cold enough to chill my bones It feels like I don't know you anymore I don't understand why you're so cold to me With every breath you breathe I see there's something going on I don't understand why you're so cold Are we taking time or a time out? I can't take the in between Asking me for space here in my house You know how to fuck with me Acting like we're not together After everything that we've been through Sleeping up under the covers How am I so far away from you? Distant when we're kissing Feel so different Baby tell me how did you get so... Cold enough to chill my bones It feels like I don't know you anymore I don't understand why you're so cold to me With every breath you breathe I see there's something going on I don't understand why you're so cold, yeah Whoa yeah Whoa yeah I don't understand why you're so cold What you holdin' on, holdin' on for? If you wanna leave just leave Why you wanna bite your tongue for? The silence is killing me Acting like we're not together If you don't want this, then what's the use? Sleeping up under the covers How am I so far away from you? Distant (oh) when we're kissing (yeah) Feel so different (yeah) Baby tell me how did you get so... Cold enough to chill my bones It feels like I don't know you anymore I don't understand why you're so cold to me With every breath you breathe I see there's something going on I don't understand why you're so cold, yeah Whoa yeah Whoa yeah I don't understand why you're so cold, yeah (So cold it's colder) Whoa yeah (So cold it's colder) Whoa yeah (So cold it's colder) I don't understand why you're so cold Never thought that you were like this I took the tag off and made you priceless I just spent half a mill' on a chandelier Now you tryna cut me off like a light switch, yeah Tryna stay, and I leave Saying that you need some time to breath Thinking that I'm sleeping on the four letter word But the four letter word don't sleep We goin' two separate ways You ain't been acting the same You gotta go, but the way your ass used to be You gold dig every day I split the four talk to the two talk 'Cause I can't let my job be hear what you say Girl I tried to give you space Baby tell me how did you get so cold enough to chill my bones It feels like I don't know you anymore I don't understand why you're so cold to me With every breath you breathe I see there's something going on I don't understand why you're so cold Whoa yeah (So cold it's colder) Whoa yeah (So cold it's colder) I don't understand why you're so cold, yeah Whoa yeah (So cold it's colder) Whoa yeah (So cold it's colder) I don't understand why you're so cold",
"Love", "Lana Del Rey", "Look at you kids with your vintage music Comin' through satellites while cruisin' You're part of the past, but now you're the future Signals crossing can get confusing It's enough just to make you feel Crazy, crazy, crazy Sometimes, it's enough just to make you feel crazy You get ready, you get all dressed up To go nowhere in particular Back to work or the coffee shop Doesn't matter 'cause it's enough To be young and in love, ah, ah To be young and in love, ah, ah Look at you kids, you know you're the coolest The world is yours and you can't refuse it Seen so much, you could get the blues But that don't mean that you should abuse it Though it's enough just to make you go Crazy, crazy, crazy I know, it's enough just to make you go Crazy, crazy, crazy But you get ready, you get all dressed up To go nowhere in particular Back to work or the coffee shop It don't matter because it's enough To be young and in love, ah, ah To be young and in love, ah, ah Hmm (Ah, ah) Hmm (Ah, ah) Hmm Don't worry, baby Hmm (Ah, ah) Hmm (Ah, ah) Hmm Don't worry, baby And it's enough just to make me go Crazy, crazy, crazy It's enough just to make me go Crazy, crazy, crazy I get ready, I get all dressed up To go nowhere in particular It doesn't matter if I'm not enough For the future or the things to come 'Cause I'm young and in love, ah, ah I'm young and in love, ah, ah Hmm (Ah, ah) Hmm (Ah, ah) Hmm Don't worry, baby Hmm (Ah, ah) Hmm (Ah, ah) Hmm Don't worry, baby",
"Reggaetón Lento (Remix)", "CNCO", "[Verse 1: Leigh-Anne Pinnock with Erick Brian Colón, Leigh-Anne with Jesy Nelson , Jade Thirlwall, *Perrie Edwards*] Boy, I can see the way you dancing, move that body I know it's crazy, but I feel like you could be The one that I've been chasing in my dreams Boy, I can see you're looking at me like you want it *Oh, usually I'm like, 'Whatever' but tonight The way you moving got me, 'Where am I?' * [Chorus: Richard Camacho & Joel Pimentel, CNCO, Jade Thirlwall, Richard Camacho & Joel Pimentel & Zabdiel de Jesús, *Richard Camacho & Joel Pimentel & Perrie Edwards*, (Jesy Nelson), (Perrie Edwards)] It started when I looked in her eyes I got close and I'm like 'Bailemos', hey La noche está para un reggaetón lento (Hey) De esos que no se bailan hace tiempo (Ooh, ooh) Yo sólo la miré y me gustó Me pegué y la invité: 'Bailemos?', hey So now we dancing un reggaetón lento *Just get a little closer, baby, let go* (Hmm) [Verse 2: Jesy Nelson, with Richard Camacho & Joel Pimentel, Zabdiel de Jesús with Richard Camacho & Joel Pimentel, (CNCO)] Excuse me baby boy, just had to dance with you now See there's nobody in here that comes close to you, no Your hands are on my waist, my lips you wanna taste Come muévete, muévete, muévete (Hey) Our bodies on fire, with full of desire If you feel what I feel, throw your hands up higher (Hey) And to all the ladies around the world Go ahead and muévete, muévete, muévete [Chorus: Richard Camacho & Joel Pimentel, with Little Mix, All, Richard Camacho & Joel Pimentel & Zabdiel de Jesús & Little Mix] It started when I looked in her eyes I got close and I'm like 'Bailemos', hey La noche está para un reggaetón lento De esos que no se bailan hace tiempo Yo sólo la miré y me gustó Me pegué y la invité: 'Bailemos?', hey So now we dancing un reggaetón lento Just get a little closer, baby, let go [Bridge 1: Richard Camacho, Joel Pimentel] Do you know I like you when you take it to the floor? (The floor) I know you like this reggaetón lento (Lento) This ain't stopping, baby, 'til I say so Come get, come get some more, ahh [Bridge 2: Jade Thirlwall, Jesy Nelson, Leigh-Anne Pinnock & Perrie Edwards] Ohh, boy, I wish that this could last forever 'Cause every second by your side is heaven Oh, come give me that, give me that boom, boom, boom, oh I tell you, baby, you, baby, you get me hotter Loving made me sick, made me sick, you my doctor Don't you know you're playing with fire tonight Can we get it right here one more time [Chorus: Richard Camacho & Joel Pimentel, Perrie Edwards, All, Richard Camacho & Joel Pimentel & Little Mix, *Richard Camacho & Joel Pimentel & Zabdiel de Jesús & Little Mix*, (Jade Thirlwall)] It started when I looked in her eyes (Yeah) I got close and I'm like 'Bailemos', hey (Bailemos) La noche está para un reggaetón lento De esos que no se bailan hace tiempo Yo sólo la *miré y me gustó Me pegué y la invité: 'Bailemos?' *, hey So now we dancing un reggaetón lento (Reggaetón lento) Just get a little closer, baby, let go (Closer, baby, let go) [Chorus: Richard Camacho, Leigh-Anne Pinnock, Richard Camacho & Joel Pimentel with Zabdiel de Jesús & Little Mix, *All*, (Jade Thirlwall)] Yo sólo la miré y me gustó (Ahhh) Me pegué y la invité: “Bailemos”, hey La noche está para un reggaetón lento (Oooh) De esos que no se bailan hace tiempo (Oooh) It started when I looked in her eyes I got close and I'm like, 'Bailemos', *hey* So now we dancing un reggaetón lento Just get a little closer, baby, let go (Oh, oh, oh, oh, oh) [Post-Chorus: Jade Thirlwall & Leigh-Anne Pinnock & Richard Camacho, Leigh-Anne Pinnock, Perrie Edwards, Jade Thirlwall, *Jesy Nelson*, (CNCO)] Muévete, muévete, eh, eh, eh (Yeah, yeah) Báilalo, báilalo So now we dancing un reggaetón lento (Oh-eh, oh-eh-oh) Let's get a little closer, slow the tempo, woah, oh (Oh-eh-oh, oh-eh-oh) Muévete, muévete, eh, eh, eh (Just dance with me now) Drop it low, drop it low *So now we dancing un reggaetón lento* (Oh-eh, oh-eh-oh) *Just get a little closer, baby, let's go, mmh* (Oh-eh-oh, oh-eh-oh)",
"All I Ask", "Adele", "I will leave my heart at the door I won't say a word They've all been said before, you know So why don't we just play pretend? Like we're not scared of what's coming next Or scared of having nothing left Look, don't get me wrong I know there is no tomorrow All I ask is If this is my last night with you Hold me like I'm more than just a friend Give me a memory I can use Take me by the hand while we do what lovers do It matters how this ends 'Cause what if I never love again? I don't need your honesty It's already in your eyes And I'm sure my eyes, they speak for me No one knows me like you do And since you're the only one that matters Tell me who do I run to? Look, don't get me wrong I know there is no tomorrow All I ask is If this is my last night with you Hold me like I'm more than just a friend Give me a memory I can use Take me by the hand while we do what lovers do It matters how this ends 'Cause what if I never love again? Let this be our lesson in love Let this be the way we remember us I don't wanna be cruel or vicious And I ain't asking for forgiveness All I ask is If this is my last night with you Hold me like I'm more than just a friend Give me a memory I can use Take me by the hand while we do what lovers do It matters how this ends 'Cause what if I never love again?",
"First Time", "Kygo", "We were lovers for the first time Running all the red lights The middle finger was our peace sign, yeah We were sipping on emotions Smoking and inhaling every moment It was reckless and we owned it, yeah, yeah We were high and we were sober We were under and we were over We were young and now I'm older But I'd do it all again Getting drunk on a train track Way back, when we tried our first cigarettes, oh Ten dollars was a fat stack I'd do it all again, oh Bomber jacket and a snapback Your dad's black Honda was a Maybach, oh 'Re: Stacks' on the playback I'd do it all again, oh We were lovers on a wild ride Speeding for the finish line Come until the end of our time, yeah Started off as a wildfire Burning down the bridges to our empire Our love was something they could admire, yeah, yeah We were high and we were sober We were under and we were over We were young and now I'm older But I'd do it all again Getting drunk on a train track Way back, when we tried our first cigarettes, oh Ten dollars was a fat stack I'd do it all again, oh Bomber jacket and a snapback Your dad's black Honda was a Maybach, oh 'Re: Stacks' on the playback I'd do it all again, oh",
"The Cure", "Lady Gaga", "I'll undress you, 'cause you're tired Cover you as you desire When you fall asleep inside my arms May not have the fancy things But I'll give you everything You could ever want, it's in my arms So baby tell me yes And I will give you everything So baby tell me yes And I will be all yours tonight So baby tell me yes And I will give you everything I will be right by your side If I can't find the cure, I'll I'll fix you with my love No matter what you know, I'll I'll fix you with my love And if you say you're okay I'm gonna heal you anyway Promise I'll always be there Promise I'll be the cure (be the cure) Rub your feet, your hands, your legs Let me take care of it, babe Close your eyes, I'll sing your favorite song I wrote you this lullaby Hush now baby, don't you cry Anything you want could not be wrong So baby tell me yes And I will give you everything So baby tell me yes And I will be all yours tonight So baby tell me yes And I will give you everything I will be right by your side If I can't find the cure, I'll I'll fix you with my love No matter what you know, I'll I'll fix you with my love And if you say you're okay I'm gonna heal you anyway Promise I'll always be there Promise I'll be the cure (be the cure) I'll fix you with my love (I'll fix you with my love-lo-love) I'll fix you with my love (I'll fix you with my love-lo-love) If I can't find the cure, I'll I'll fix you with my love No matter what you know, I'll I'll fix you with my love And if you say you're okay I'm gonna heal you anyway Promise I'll always be there Promise I'll be the cure (be the cure) Promise I'll be the cure (be the cure)",
"How Far I'll Go - From ""Moana""", "Alessia Cara", "I've been staring at the edge of the water Long as I can remember, never really knowing why I wish I could be the perfect daughter But I come back to the water, no matter how hard I try Every turn I take, every trail I track Every path I make, every road leads back To the place I know, where I can not go Though I long to be See the line where the sky meets the sea? it calls me And no one knows how far it goes If the wind in my sail on the sea stays behind me One day I'll know If I go, there's just no telling how far I'll go Oh, oh, oh, oh, oh, oh, oh Oh, oh, oh, oh, oh Oh, oh, oh, oh, oh, oh, oh, oh Oh, oh, oh, oh, oh I know everybody on this island Seems so happy on this island Everything is by design I know everybody on this island Has a role on this island So maybe I can roll with mine I can lead with pride, I can make us strong I'll be satisfied if I play along But the voice inside sings a different song What is wrong with me? See the light as it shines on the sea, it's blinding But no one knows how deep it goes And it seems like it's calling out to me, so come find me And let me know what's beyond that line Will I cross that line? See the line where the sky meets the sea, it calls me And no one knows how far it goes If the wind in my sail on the sea stays behind me One day I'll know how far I'll go",
"Bodak Yellow", "Cardi B", "It's Cardi Ayy Said I'm the shit, couldn't fuck with me if they wanted to I don't gotta dance Said little bitch, you can't fuck with me If you wanted to These expensive, these is red bottoms These is bloody shoes Hit the store, I can get 'em both I don't wanna choose And I'm quick, cut a nigga off So don't get comfortable Look, I don't dance now I make money moves (ayy, ayy) Say I don't gotta dance I make money move If I see you and I don't speak That means I don't fuck with you I'm a boss, you a worker, bitch I make bloody moves Now she says she gon' do what to who? Let's find out and see, Cardi B You know where I'm at You know where I be You in the club just to party I'm there, I get paid a fee I be in and out them banks so much I know they're tired of me Honestly, don't give a fuck 'Bout who ain't fond of me Dropped two mixtapes in six months What bitch working as hard as me? I don't bother with these hoes Don't let these hoes bother me They see pictures, they say, 'Goals' Bitch, I'm who they tryna be Look, I might just chill in some Bape I might just chill with your boo I might just feel on your babe My pussy feel like a lake He wanna swim with his face I'm like, 'Okay' I'll let him do what he want He buy me Yves Saint Laurent And the new whip When I go fast as a horse I got the trunk in the front I'm the hottest in the street Know you prolly heard of me Got a bag and fixed my teeth Hope you hoes know it ain't cheap And I pay my mama bills I ain't got no time to chill Think these hoes be mad at me Their baby father run a bill Said little bitch, you can't fuck with me If you wanted to These expensive, these is red bottoms These is bloody shoes Hit the store, I can get 'em both I don't wanna choose And I'm quick, cut a nigga off So don't get comfortable Look, I don't dance now I make money moves (ayy, ayy) Say I don't gotta dance I make money move If I see you and I don't speak That means I don't fuck with you I'm a boss, you a worker, bitch I make bloody moves If you a pussy you get popped You a goofy, you a opp Don't you come around my way You can't hang around my block And I just checked my accounts Turns out, I'm rich, I'm rich, I'm rich I put my hand above my hip I bet, you dip, he dip, she dip I say, I get the money and go This shit is hot like a stove My pussy glitter as gold Tell that lil' bitch play her role I just arrove in a Rolls I just came up in a Wraith I need to fill up the tank No, I need to fill up the safe I need to let all these hoes know That none of they niggas is safe I go to dinner and steak Only the real can relate I used to live in the P's Now it's a crib with a Gate Rollie got charms, look like Frosted Flakes Had to let these bitches know Just in case these hoes forgot I just run and check the mail Another check from Mona Scott Said little bitch, you can't fuck with me If you wanted to These expensive, these is red bottoms These is bloody shoes Hit the store, I can get 'em both I don't wanna choose And I'm quick, cut a nigga off Don't get comfortable Look, I don't dance now I make money moves (ayy, ayy) Say I don't gotta dance I make money move If I see you and I don't speak That means I don't fuck with you I'm a boss, you a worker bitch I make bloody moves (bloody moves)",
"Rich Love (with Seeb)", "OneRepublic", "I remember talking and drinking what we could find Burnin' all those candles and staying up through the night We'd make reservations for the places we know we'd never try But then oh, we found some rich love I remember feeling broke as a bottle of wine I didn't move to the city to count all my pennies and worship the Hollywood sign She'd say, 'hey man, nice to meet you.' But she'd take it in one last time And I know, cause I found some fake love Ooh, broke as a bottle of wine Ooh, but drink with you all damn night Ooh, I'm not trying to trade love Cause if we don't find money Then what we got honey is just enough We got some rich love She'd say, 'hey man.' She'd say, 'hey man, nice to meet you.' She'd say, 'hey man, nice to meet you.' But she'd take it in one last time and I know Do you remember dancing? The parties out in the yard? We would piss off the neighbors They'd eventually call the cops And I was saving up for something, hoping life would finally start Cause oh, we had some new love Ooh, broke as a bottle of wine Ooh, but drink with you all damn night Ooh, broke as a bottle of wine Cause if we don't find money Then what we got honey lifts it up We got some rich love She'd say, 'hey man.' She'd say, 'hey man, nice to meet you.' She'd say, 'hey man, nice to meet you.' But she'd take it in one last time and I know We're broke as a bottle of wine Oh, we're broke as a bottle of wine Said, we're broke as a bottle of wine We're broke as a bottle of wine Broke as a bottle of wine We're broke as a bottle of wine Cause if we don't find money Then what we got honey lifts it up We got some rich love She'd say, 'hey man.' She'd say, 'hey man, nice to meet you.' We're broke as a bottle of wine We're broke as a bottle of wine Cause if we don't find money Then what we got honey lifts it up We got some rich love We're broke as a bottle of wine Broke as a bottle of wine We're broke as a bottle of wine, bottle of wine We're broke as a bottle of wine We're broke as a bottle of wine Cause if we don't find money Then what we got honey lifts it up We got some rich love",
